Stop,Route,Day,Direction,Time
Green @ Commons,17,Weekdays,Inbound,5:28AM
Green @ Commons,52,Weekdays,Outbound,5:38AM
Green @ Commons,17,Weekdays,Inbound,5:38AM
Green @ Commons,17,Weekdays,Inbound,5:53AM
Green @ Commons,30,Weekdays,Outbound,6:00AM
Green @ Commons,14,Weekdays,Outbound,6:00AM
Green @ Commons,17,Weekdays,Inbound,6:00AM
Green @ Commons,43,Weekdays,Outbound,6:15AM
Green @ Commons,67,Weekdays,Inbound,6:15AM
Green @ Commons,17,Weekdays,Inbound,6:15AM
Green @ Commons,17,Weekdays,Inbound,6:16AM
Green @ Commons,40,Weekdays,Outbound,6:16AM
Green @ Commons,17,Weekdays,Inbound,6:18AM
Green @ Commons,52,Weekdays,Outbound,6:18AM
Green @ Commons,17,Weekdays,Inbound,6:23AM
Green @ Commons,37,Weekdays,Outbound,6:28AM
Green @ Commons,17,Weekdays,Inbound,6:28AM
Green @ Commons,17,Weekdays,Inbound,6:30AM
Green @ Commons,30,Weekdays,Outbound,6:30AM
Green @ Commons,17,Weekdays,Inbound,6:33AM
Green @ Commons,17,Weekdays,Inbound,6:35AM
Green @ Commons,51,Weekdays,Outbound,6:35AM
Green @ Commons,20,Weekdays,Outbound,6:35AM
Green @ Commons,17,Weekdays,Inbound,6:36AM
Green @ Commons,40,Weekdays,Outbound,6:36AM
Green @ Commons,52,Weekdays,Inbound,6:38AM
Green @ Commons,17,Weekdays,Inbound,6:40AM
Green @ Commons,43,Weekdays,Outbound,6:40AM
Green @ Commons,36, Monday-Friday AM,Outbound,6:45AM
Green @ Commons,17,Weekdays,Inbound,6:45AM
Green @ Commons,17,Weekdays,Inbound,6:53AM
Green @ Commons,52,Weekdays,Outbound,6:53AM
Green @ Commons,43,EXPRESS Weekdays,Outbound,6:55AM
Green @ Commons,17,Weekdays,Inbound,6:55AM
Green @ Commons,13,Monday - Friday,Inbound,6:57AM
Green @ Commons,14,Weekdays,Inbound,6:58AM
Green @ Commons,30,Weekdays,Outbound,7:00AM
Green @ Commons,17,Weekdays,Inbound,7:00AM
Green @ Commons,30,Weekdays,Inbound,7:00AM
Green @ Commons,31,Weekdays,Loop,7:00AM
Green @ Commons,14,Weekdays,Outbound,7:00AM
Green @ Commons,21,Weekdays,Inbound,7:00AM
Green @ Commons,17,Weekdays,Inbound,7:04AM
Green @ Commons,37,Weekdays,Outbound,7:04AM
Green @ Commons,17,Weekdays,Inbound,7:05AM
Green @ Commons,20,Weekdays,Outbound,7:05AM
Green @ Commons,53,Morning Weekdays,Loop,7:07AM
Green @ Commons,17,Weekdays,Inbound,7:07AM
Green @ Commons,17,Weekdays,Inbound,7:08AM
Green @ Commons,36, Monday-Friday AM,Outbound,7:10AM
Green @ Commons,17,Weekdays,Inbound,7:10AM
Green @ Commons,17,Weekdays,Inbound,7:18AM
Green @ Commons,17,Weekdays,Inbound,7:19AM
Green @ Commons,20,Weekdays,Inbound,7:20AM
Green @ Commons,52,Weekdays,Inbound,7:20AM
Green @ Commons,67,Weekdays,Inbound,7:25AM
Green @ Commons,21,Weekdays,Inbound,7:30AM
Green @ Commons,30,Weekdays,Inbound,7:30AM
Green @ Commons,17,Weekdays,Inbound,7:30AM
Green @ Commons,30,Weekdays,Outbound,7:30AM
Green @ Commons,51,Weekdays,Inbound,7:32AM
Green @ Commons,52,Weekdays,Outbound,7:33AM
Green @ Commons,51,Weekdays,Outbound,7:35AM
Green @ Commons,40,Weekdays,Inbound,7:35AM
Green @ Commons,17,Weekdays,Inbound,7:38AM
Green @ Commons,32,Weekdays,Inbound,7:43AM
Green @ Commons,43,Weekdays,Inbound,7:44AM
Green @ Commons,30,Weekdays,Outbound,7:45AM
Green @ Commons,20,Weekdays,Inbound,7:50AM
Green @ Commons,43,Weekdays,Outbound,7:50AM
Green @ Commons,52,Weekdays,Inbound,7:52AM
Green @ Commons,14,Weekdays,Inbound,7:53AM
Green @ Commons,15,Weekdays,Loop,7:55AM
Green @ Commons,21,Weekdays,Inbound,7:55AM
Green @ Commons,40,Weekdays,Inbound,7:55AM
Green @ Commons,43,EXPRESS Weekdays,Inbound,7:56AM
Green @ Commons,13,Monday - Friday,Inbound,7:57AM
Green @ Commons,53,Morning Weekdays,Loop,7:58AM
Green @ Commons,30,Weekdays,Outbound,8:00AM
Green @ Commons,31,Weekdays,Loop,8:00AM
Green @ Commons,30,Weekdays,Inbound,8:00AM
Green @ Commons,14,Weekdays,Outbound,8:00AM
Green @ Commons,53,Morning Weekdays,Loop,8:07AM
Green @ Commons,43,Weekdays,Inbound,8:09AM
Green @ Commons,30,Weekdays,Inbound,8:12AM
Green @ Commons,30,Weekdays,Outbound,8:15AM
Green @ Commons,43,Weekdays,Outbound,8:15AM
Green @ Commons,37,Weekdays,Outbound,8:17AM
Green @ Commons,40,Weekdays,Outbound,8:18AM
Green @ Commons,20,Weekdays,Inbound,8:20AM
Green @ Commons,52,Weekdays,Inbound,8:29AM
Green @ Commons,30,Weekdays,Inbound,8:30AM
Green @ Commons,30,Weekdays,Outbound,8:30AM
Green @ Commons,51,Weekdays,Inbound,8:32AM
Green @ Commons,51,Weekdays,Outbound,8:35AM
Green @ Commons,67,Weekdays,Inbound,8:35AM
Green @ Commons,31,Weekdays,Loop,8:37AM
Green @ Commons,52,Weekdays,Outbound,8:39AM
Green @ Commons,30,Weekdays,Inbound,8:42AM
Green @ Commons,30,Weekdays,Outbound,8:45AM
Green @ Commons,14,Weekdays,Inbound,8:53AM
Green @ Commons,15,Weekdays,Loop,8:55AM
Green @ Commons,13,Monday - Friday,Inbound,8:57AM
Green @ Commons,17,Weekdays,Outbound,8:58AM
Green @ Commons,21,Weekdays,Inbound,9:00AM
Green @ Commons,30,Weekdays,Inbound,9:00AM
Green @ Commons,30,Weekdays,Outbound,9:00AM
Green @ Commons,14,Weekdays,Outbound,9:00AM
Green @ Commons,17,Weekdays,Outbound,9:03AM
Green @ Commons,11,Monday - Wednesday,Outbound,9:05AM
Green @ Commons,30,Weekdays,Inbound,9:12AM
Green @ Commons,30,Weekdays,Outbound,9:15AM
Green @ Commons,43,Weekdays,Inbound,9:19AM
Green @ Commons,30,Weekdays,Outbound,9:30AM
Green @ Commons,30,Weekdays,Inbound,9:30AM
Green @ Commons,51,Weekdays,Inbound,9:32AM
Green @ Commons,51,Weekdays,Outbound,9:35AM
Green @ Commons,11,Monday - Wednesday,Outbound,9:35AM
Green @ Commons,40,Weekdays,Inbound,9:37AM
Green @ Commons,21,Weekdays,Inbound,9:38AM
Green @ Commons,30,Weekdays,Inbound,9:42AM
Green @ Commons,30,Weekdays,Outbound,9:45AM
Green @ Commons,43,Weekdays,Inbound,9:49AM
Green @ Commons,14,Weekdays,Inbound,9:55AM
Green @ Commons,17,Weekdays,Outbound,9:55AM
Green @ Commons,15,Weekdays,Loop,9:55AM
Green @ Commons,13,Monday - Friday,Inbound,9:57AM
Green @ Commons,52,Weekdays,Inbound,9:58AM
Green @ Commons,30,Weekdays,Outbound,10:00AM
Green @ Commons,30,Weekdays,Inbound,10:00AM
Green @ Commons,31,Weekdays,Loop,10:00AM
Green @ Commons,14,Weekdays,Outbound,10:00AM
Green @ Commons,11,Monday - Wednesday,Outbound,10:05AM
Green @ Commons,43,Weekdays,Outbound,10:05AM
Green @ Commons,30,Weekdays,Inbound,10:12AM
Green @ Commons,30,Weekdays,Outbound,10:15AM
Green @ Commons,30,Weekdays,Inbound,10:30AM
Green @ Commons,30,Weekdays,Outbound,10:30AM
Green @ Commons,51,Weekdays,Inbound,10:32AM
Green @ Commons,51,Weekdays,Outbound,10:35AM
Green @ Commons,11,Monday - Wednesday,Outbound,10:35AM
Green @ Commons,31,Weekdays,Loop,10:37AM
Green @ Commons,52,Weekdays,Outbound,10:40AM
Green @ Commons,15,Weekdays,Loop,10:55AM
Green @ Commons,14,Weekdays,Inbound,10:55AM
Green @ Commons,13,Monday - Friday,Inbound,10:57AM
Green @ Commons,30,Weekdays,Outbound,11:00AM
Green @ Commons,14,Weekdays,Outbound,11:00AM
Green @ Commons,30,Weekdays,Inbound,11:00AM
Green @ Commons,11,Monday - Wednesday,Outbound,11:05AM
Green @ Commons,17,Weekdays,Inbound,11:22AM
Green @ Commons,17,Weekdays,Inbound,11:28AM
Green @ Commons,30,Weekdays,Outbound,11:30AM
Green @ Commons,30,Weekdays,Inbound,11:30AM
Green @ Commons,51,Weekdays,Inbound,11:32AM
Green @ Commons,17,Weekdays,Outbound,11:32AM
Green @ Commons,51,Weekdays,Outbound,11:35AM
Green @ Commons,17,Weekdays,Inbound,11:35AM
Green @ Commons,11,Monday - Wednesday,Outbound,11:35AM
Green @ Commons,14,Weekdays,Inbound,11:55AM
Green @ Commons,15,Weekdays,Loop,11:55AM
Green @ Commons,13,Monday - Friday,Inbound,11:57AM
Green @ Commons,52,Weekdays,Inbound,11:58AM
Green @ Commons,17,Weekdays,Inbound,11:58AM
Green @ Commons,43,Weekdays,Inbound,11:59AM
Green @ Commons,30,Weekdays,Outbound,12:00PM
Green @ Commons,14,Weekdays,Outbound,12:00PM
Green @ Commons,30,Weekdays,Inbound,12:00PM
Green @ Commons,20,Weekdays,Outbound,12:00PM
Green @ Commons,31,Weekdays,Loop,12:00PM
Green @ Commons,43,Weekdays,Outbound,12:05PM
Green @ Commons,11,Monday - Wednesday,Outbound,12:05PM
Green @ Commons,17,Weekdays,Inbound,12:05PM
Green @ Commons,67,Weekdays,Inbound,12:21PM
Green @ Commons,30,Weekdays,Outbound,12:30PM
Green @ Commons,30,Weekdays,Inbound,12:30PM
Green @ Commons,51,Weekdays,Inbound,12:32PM
Green @ Commons,11,Monday - Wednesday,Outbound,12:35PM
Green @ Commons,51,Weekdays,Outbound,12:35PM
Green @ Commons,31,Weekdays,Loop,12:37PM
Green @ Commons,20,Weekdays,Inbound,12:50PM
Green @ Commons,17,Weekdays,Outbound,12:50PM
Green @ Commons,15,Weekdays,Loop,12:55PM
Green @ Commons,14,Weekdays,Inbound,12:55PM
Green @ Commons,13,Monday - Friday,Inbound,12:57PM
Green @ Commons,30,Weekdays,Outbound,1:00PM
Green @ Commons,14,Weekdays,Outbound,1:00PM
Green @ Commons,17,Weekdays,Inbound,1:00PM
Green @ Commons,30,Weekdays,Inbound,1:00PM
Green @ Commons,11,Monday - Wednesday,Outbound,1:05PM
Green @ Commons,17,Weekdays,Inbound,1:18PM
Green @ Commons,30,Weekdays,Outbound,1:30PM
Green @ Commons,30,Weekdays,Inbound,1:30PM
Green @ Commons,17,Weekdays,Outbound,1:32PM
Green @ Commons,51,Weekdays,Inbound,1:32PM
Green @ Commons,11,Monday - Wednesday,Outbound,1:35PM
Green @ Commons,51,Weekdays,Outbound,1:35PM
Green @ Commons,15,Weekdays,Loop,1:55PM
Green @ Commons,14,Weekdays,Inbound,1:55PM
Green @ Commons,13,Monday - Friday,Inbound,1:57PM
Green @ Commons,17,Weekdays,Outbound,1:59PM
Green @ Commons,43,Weekdays,Inbound,1:59PM
Green @ Commons,30,Weekdays,Outbound,2:00PM
Green @ Commons,14,Weekdays,Outbound,2:00PM
Green @ Commons,30,Weekdays,Inbound,2:00PM
Green @ Commons,31,Weekdays,Loop,2:00PM
Green @ Commons,43,Weekdays,Outbound,2:05PM
Green @ Commons,11,Monday - Wednesday,Outbound,2:05PM
Green @ Commons,17,Weekdays,Inbound,2:05PM
Green @ Commons,21,Weekdays,Inbound,2:09PM
Green @ Commons,17,Weekdays,Inbound,2:18PM
Green @ Commons,30,Weekdays,Outbound,2:30PM
Green @ Commons,52,Weekdays,Outbound,2:30PM
Green @ Commons,30,Weekdays,Inbound,2:30PM
Green @ Commons,51,Weekdays,Inbound,2:32PM
Green @ Commons,11,Monday - Wednesday,Outbound,2:35PM
Green @ Commons,51,Weekdays,Outbound,2:35PM
Green @ Commons,31,Weekdays,Loop,2:37PM
Green @ Commons,17,Weekdays,Inbound,2:53PM
Green @ Commons,14,Weekdays,Inbound,2:55PM
Green @ Commons,15,Weekdays,Loop,2:55PM
Green @ Commons,13,Monday - Friday,Inbound,2:57PM
Green @ Commons,30,Weekdays,Inbound,3:00PM
Green @ Commons,30,Weekdays,Outbound,3:00PM
Green @ Commons,14,Weekdays,Outbound,3:00PM
Green @ Commons,17,Weekdays,Inbound,3:00PM
Green @ Commons,17,Weekdays,Inbound,3:05PM
Green @ Commons,43,Weekdays,Outbound,3:05PM
Green @ Commons,11,Monday - Wednesday,Outbound,3:05PM
Green @ Commons,17,Weekdays,Inbound,3:08PM
Green @ Commons,21,Weekdays,Inbound,3:16PM
Green @ Commons,17,Weekdays,Inbound,3:20PM
Green @ Commons,31,Weekdays,Loop,3:23PM
Green @ Commons,30,Weekdays,Inbound,3:30PM
Green @ Commons,30,Weekdays,Outbound,3:30PM
Green @ Commons,51,Weekdays,Inbound,3:32PM
Green @ Commons,11,Monday - Wednesday,Outbound,3:35PM
Green @ Commons,51,Weekdays,Outbound,3:35PM
Green @ Commons,30,Weekdays,Inbound,3:42PM
Green @ Commons,52,Weekdays,Inbound,3:44PM
Green @ Commons,30,Weekdays,Outbound,3:45PM
Green @ Commons,17,Weekdays,Outbound,3:48PM
Green @ Commons,67,Weekdays,Inbound,3:48PM
Green @ Commons,52,Weekdays,Outbound,3:55PM
Green @ Commons,15,Weekdays,Loop,3:55PM
Green @ Commons,13,Monday - Friday,Inbound,3:57PM
Green @ Commons,14,Weekdays,Inbound,3:58PM
Green @ Commons,43,Weekdays,Inbound,3:59PM
Green @ Commons,31,Weekdays,Loop,4:00PM
Green @ Commons,30,Weekdays,Outbound,4:00PM
Green @ Commons,14,Weekdays,Outbound,4:00PM
Green @ Commons,30,Weekdays,Inbound,4:00PM
Green @ Commons,11,Monday - Wednesday,Outbound,4:05PM
Green @ Commons,30,Weekdays,Inbound,4:12PM
Green @ Commons,21,Weekdays,Inbound,4:13PM
Green @ Commons,30,Weekdays,Outbound,4:15PM
Green @ Commons,37,Weekdays,Outbound,4:16PM
Green @ Commons,17,Weekdays,Inbound,4:25PM
Green @ Commons,20,Weekdays,Inbound,4:25PM
Green @ Commons,17,Weekdays,Inbound,4:30PM
Green @ Commons,43,Weekdays,Inbound,4:30PM
Green @ Commons,30,Weekdays,Inbound,4:30PM
Green @ Commons,30,Weekdays,Outbound,4:30PM
Green @ Commons,43,EXPRESS Weekdays,Outbound,4:30PM
Green @ Commons,40,Weekdays,Outbound,4:30PM
Green @ Commons,51,Weekdays,Inbound,4:32PM
Green @ Commons,53,Afternoon Weekdays,Loop,4:35PM
Green @ Commons,51,Weekdays,Outbound,4:35PM
Green @ Commons,11,Monday - Wednesday,Outbound,4:35PM
Green @ Commons,17,Weekdays,Inbound,4:35PM
Green @ Commons,36,Monday-Thursday PM,Outbound,4:35PM
Green @ Commons,43,Weekdays,Outbound,4:35PM
Green @ Commons,17,Weekdays,Inbound,4:40PM
Green @ Commons,52,Weekdays,Outbound,4:40PM
Green @ Commons,30,Weekdays,Inbound,4:42PM
Green @ Commons,17,Weekdays,Inbound,4:45PM
Green @ Commons,30,Weekdays,Outbound,4:45PM
Green @ Commons,17,Weekdays,Inbound,4:46PM
Green @ Commons,21,Weekdays,Inbound,4:51PM
Green @ Commons,14,Weekdays,Inbound,4:54PM
Green @ Commons,15,Weekdays,Loop,4:55PM
Green @ Commons,13,Monday - Friday,Inbound,4:57PM
Green @ Commons,37,Weekdays,Outbound,5:00PM
Green @ Commons,30,Weekdays,Inbound,5:00PM
Green @ Commons,14,Weekdays,Outbound,5:00PM
Green @ Commons,30,Weekdays,Outbound,5:00PM
Green @ Commons,11,Monday - Wednesday,Outbound,5:05PM
Green @ Commons,36,Monday-Thursday PM,Outbound,5:05PM
Green @ Commons,52,Weekdays,Inbound,5:05PM
Green @ Commons,40,Weekdays,Outbound,5:10PM
Green @ Commons,30,Weekdays,Inbound,5:12PM
Green @ Commons,30,Weekdays,Outbound,5:15PM
Green @ Commons,15,Weekdays,Loop,5:25PM
Green @ Commons,30,Weekdays,Outbound,5:30PM
Green @ Commons,30,Weekdays,Inbound,5:30PM
Green @ Commons,51,Weekdays,Inbound,5:32PM
Green @ Commons,43,EXPRESS Weekdays,Inbound,5:33PM
Green @ Commons,67,Weekdays,Inbound,5:34PM
Green @ Commons,51,Weekdays,Outbound,5:35PM
Green @ Commons,11,Monday - Wednesday,Outbound,5:35PM
Green @ Commons,53,Afternoon Weekdays,Loop,5:40PM
Green @ Commons,30,Weekdays,Inbound,5:42PM
Green @ Commons,43,Weekdays,Outbound,5:45PM
Green @ Commons,20,Weekdays,Inbound,5:45PM
Green @ Commons,30,Weekdays,Outbound,5:45PM
Green @ Commons,52,Weekdays,Inbound,5:45PM
Green @ Commons,14,Weekdays,Inbound,5:54PM
Green @ Commons,15,Weekdays,Loop,5:55PM
Green @ Commons,52,Weekdays,Outbound,5:55PM
Green @ Commons,21,Weekdays,Inbound,5:56PM
Green @ Commons,13,Monday - Friday,Inbound,5:57PM
Green @ Commons,14,Weekdays,Outbound,6:00PM
Green @ Commons,30,Weekdays,Outbound,6:00PM
Green @ Commons,30,Weekdays,Inbound,6:00PM
Green @ Commons,20,Weekdays,Outbound,6:00PM
Green @ Commons,43,Weekdays,Inbound,6:10PM
Green @ Commons,30,Weekdays,Inbound,6:12PM
Green @ Commons,21,Weekdays,Inbound,6:14PM
Green @ Commons,30,Weekdays,Outbound,6:15PM
Green @ Commons,17,Weekdays,Outbound,6:25PM
Green @ Commons,15,Weekdays,Loop,6:25PM
Green @ Commons,52,Weekdays,Outbound,6:30PM
Green @ Commons,30,Weekdays,Outbound,6:30PM
Green @ Commons,30,Weekdays,Inbound,6:30PM
Green @ Commons,51,Weekdays,Inbound,6:32PM
Green @ Commons,21,Weekdays,Inbound,6:34PM
Green @ Commons,51,Weekdays,Outbound,6:35PM
Green @ Commons,30,Weekdays,Inbound,6:42PM
Green @ Commons,30,Weekdays,Outbound,6:45PM
Green @ Commons,20,Weekdays,Inbound,6:45PM
Green @ Commons,43,Weekdays,Outbound,6:45PM
Green @ Commons,67,Weekdays,Inbound,6:50PM
Green @ Commons,17,Weekdays,Outbound,6:50PM
Green @ Commons,15,Weekdays,Loop,6:55PM
Green @ Commons,14,Weekdays,Inbound,6:55PM
Green @ Commons,13,Monday - Friday,Inbound,6:57PM
Green @ Commons,30,Weekdays,Inbound,7:00PM
Green @ Commons,14,Weekdays,Outbound,7:00PM
Green @ Commons,30,Weekdays,Outbound,7:00PM
Green @ Commons,43,Weekdays,Inbound,7:10PM
Green @ Commons,30,Weekdays,Inbound,7:12PM
Green @ Commons,30,Weekdays,Outbound,7:15PM
Green @ Commons,21,Weekdays,Inbound,7:29PM
Green @ Commons,17,Weekdays,Outbound,7:29PM
Green @ Commons,30,Weekdays,Inbound,7:30PM
Green @ Commons,30,Weekdays,Outbound,7:30PM
Green @ Commons,15,Weekdays,Loop,7:55PM
Green @ Commons,14,Weekdays,Inbound,7:55PM
Green @ Commons,30,Weekdays,Inbound,8:00PM
Green @ Commons,14,Weekdays,Outbound,8:00PM
Green @ Commons,30,Weekdays,Outbound,8:00PM
Green @ Commons,30,Weekdays,Inbound,8:12PM
Green @ Commons,32,Weekdays,Inbound,8:19PM
Green @ Commons,17,Weekdays,Outbound,8:25PM
Green @ Commons,30,Weekdays,Outbound,8:30PM
Green @ Commons,30,Weekdays,Inbound,8:30PM
Green @ Commons,43,Weekdays,Inbound,8:39PM
Green @ Commons,43,Weekdays,Outbound,8:45PM
Green @ Commons,15,Weekdays,Loop,8:55PM
Green @ Commons,14,Weekdays,Inbound,8:55PM
Green @ Commons,14,Weekdays,Outbound,9:00PM
Green @ Commons,30,Weekdays,Inbound,9:00PM
Green @ Commons,30,Weekdays,Outbound,9:00PM
Green @ Commons,32,Weekdays,Inbound,9:19PM
Green @ Commons,30,Weekdays,Inbound,9:30PM
Green @ Commons,90,Monday - Friday,Outbound,9:30PM
Green @ Commons,17,Weekdays,Outbound,9:55PM
Green @ Commons,14,Weekdays,Inbound,9:55PM
Green @ Commons,90,Monday - Friday,Outbound,10:00PM
Green @ Commons,90,Monday - Friday,Inbound,10:00PM
Green @ Commons,32,Weekdays,Inbound,10:12PM
Green @ Commons,90,Monday - Friday,Inbound,10:30PM
Green @ Commons,90,Monday - Friday,Outbound,10:30PM
Green @ Commons,90,Monday - Friday,Outbound,11:00PM
Green @ Commons,90,Monday - Friday,Inbound,11:00PM
Green @ Commons,90,Monday - Friday,Outbound,11:30PM
Green @ Commons,90,Monday - Friday,Inbound,11:30PM
Seneca @ Commons,67,Weekdays,Outbound,5:30AM
Seneca @ Commons,17,Weekdays,Inbound,5:30AM
Seneca @ Commons,17,Weekdays,Inbound,5:55AM
Seneca @ Commons,21,Weekdays,Outbound,5:55AM
Seneca @ Commons,14,Weekdays,Outbound,6:02AM
Seneca @ Commons,17,Weekdays,Inbound,6:02AM
Seneca @ Commons,17,Weekdays,Inbound,6:25AM
Seneca @ Commons,21,Weekdays,Outbound,6:25AM
Seneca @ Commons,52,Weekdays,Inbound,6:34AM
Seneca @ Commons,20,Weekdays,Outbound,6:37AM
Seneca @ Commons,67,Weekdays,Outbound,6:40AM
Seneca @ Commons,36, Monday-Friday AM,Outbound,6:45AM
Seneca @ Commons,21,Weekdays,Outbound,6:55AM
Seneca @ Commons,17,Weekdays,Inbound,6:55AM
Seneca @ Commons,30,Weekdays,Inbound,6:56AM
Seneca @ Commons,14,Weekdays,Outbound,7:02AM
Seneca @ Commons,20,Weekdays,Outbound,7:07AM
Seneca @ Commons,36, Monday-Friday AM,Outbound,7:10AM
Seneca @ Commons,52,Weekdays,Inbound,7:16AM
Seneca @ Commons,17,Weekdays,Inbound,7:21AM
Seneca @ Commons,15,Weekdays,Loop,7:21AM
Seneca @ Commons,30,Weekdays,Inbound,7:26AM
Seneca @ Commons,51,Weekdays,Inbound,7:28AM
Seneca @ Commons,10,Weekdays,Loop,7:30AM
Seneca @ Commons,40,Weekdays,Inbound,7:31AM
Seneca @ Commons,32,Weekdays,Inbound,7:39AM
Seneca @ Commons,10,Weekdays,Loop,7:40AM
Seneca @ Commons,20,Weekdays,Outbound,7:40AM
Seneca @ Commons,17,Weekdays,Inbound,7:40AM
Seneca @ Commons,43,Weekdays,Inbound,7:40AM
Seneca @ Commons,10,Weekdays,Loop,7:47AM
Seneca @ Commons,52,Weekdays,Inbound,7:48AM
Seneca @ Commons,30,Weekdays,Outbound,7:48AM
Seneca @ Commons,53,Morning Weekdays,Loop,7:49AM
Seneca @ Commons,10,Weekdays,Loop,7:50AM
Seneca @ Commons,67,Weekdays,Outbound,7:50AM
Seneca @ Commons,40,Weekdays,Inbound,7:51AM
Seneca @ Commons,43,EXPRESS Weekdays,Inbound,7:52AM
Seneca @ Commons,31,Weekdays,Loop,7:53AM
Seneca @ Commons,36, Monday-Friday AM,Inbound,7:55AM
Seneca @ Commons,30,Weekdays,Inbound,7:56AM
Seneca @ Commons,10,Weekdays,Loop,7:57AM
Seneca @ Commons,21,Weekdays,Outbound,7:58AM
Seneca @ Commons,10,Weekdays,Loop,8:00AM
Seneca @ Commons,14,Weekdays,Outbound,8:02AM
Seneca @ Commons,13,Monday - Friday,Outbound,8:02AM
Seneca @ Commons,43,Weekdays,Inbound,8:05AM
Seneca @ Commons,10,Weekdays,Loop,8:06AM
Seneca @ Commons,10,Weekdays,Loop,8:07AM
Seneca @ Commons,30,Weekdays,Outbound,8:08AM
Seneca @ Commons,30,Weekdays,Inbound,8:08AM
Seneca @ Commons,10,Weekdays,Loop,8:12AM
Seneca @ Commons,10,Weekdays,Loop,8:18AM
Seneca @ Commons,30,Weekdays,Outbound,8:18AM
Seneca @ Commons,10,Weekdays,Loop,8:19AM
Seneca @ Commons,32,Weekdays,Inbound,8:19AM
Seneca @ Commons,36, Monday-Friday AM,Inbound,8:20AM
Seneca @ Commons,15,Weekdays,Loop,8:21AM
Seneca @ Commons,10,Weekdays,Loop,8:24AM
Seneca @ Commons,52,Weekdays,Inbound,8:25AM
Seneca @ Commons,10,Weekdays,Loop,8:25AM
Seneca @ Commons,30,Weekdays,Inbound,8:26AM
Seneca @ Commons,51,Weekdays,Inbound,8:28AM
Seneca @ Commons,10,Weekdays,Loop,8:30AM
Seneca @ Commons,37,Weekdays,Inbound,8:30AM
Seneca @ Commons,31,Weekdays,Loop,8:31AM
Seneca @ Commons,10,Weekdays,Loop,8:31AM
Seneca @ Commons,21,Weekdays,Outbound,8:34AM
Seneca @ Commons,13,Monday - Friday,Outbound,8:36AM
Seneca @ Commons,10,Weekdays,Loop,8:36AM
Seneca @ Commons,10,Weekdays,Loop,8:37AM
Seneca @ Commons,30,Weekdays,Inbound,8:38AM
Seneca @ Commons,30,Weekdays,Outbound,8:38AM
Seneca @ Commons,10,Weekdays,Loop,8:42AM
Seneca @ Commons,10,Weekdays,Loop,8:43AM
Seneca @ Commons,10,Weekdays,Loop,8:48AM
Seneca @ Commons,30,Weekdays,Outbound,8:48AM
Seneca @ Commons,53,Morning Weekdays,Loop,8:49AM
Seneca @ Commons,10,Weekdays,Loop,8:49AM
Seneca @ Commons,10,Weekdays,Loop,8:54AM
Seneca @ Commons,17,Weekdays,Outbound,8:55AM
Seneca @ Commons,32,Weekdays,Inbound,8:55AM
Seneca @ Commons,10,Weekdays,Loop,8:55AM
Seneca @ Commons,30,Weekdays,Inbound,8:56AM
Seneca @ Commons,11,Monday - Wednesday,Outbound,8:56AM
Seneca @ Commons,10,Weekdays,Loop,9:00AM
Seneca @ Commons,17,Weekdays,Outbound,9:00AM
Seneca @ Commons,10,Weekdays,Loop,9:01AM
Seneca @ Commons,13,Monday - Friday,Outbound,9:02AM
Seneca @ Commons,14,Weekdays,Outbound,9:02AM
Seneca @ Commons,17,Weekdays,Outbound,9:04AM
Seneca @ Commons,17,Weekdays,Outbound,9:05AM
Seneca @ Commons,10,Weekdays,Loop,9:06AM
Seneca @ Commons,10,Weekdays,Loop,9:07AM
Seneca @ Commons,30,Weekdays,Outbound,9:08AM
Seneca @ Commons,30,Weekdays,Inbound,9:08AM
Seneca @ Commons,10,Weekdays,Loop,9:12AM
Seneca @ Commons,10,Weekdays,Loop,9:13AM
Seneca @ Commons,43,Weekdays,Inbound,9:15AM
Seneca @ Commons,37,Weekdays,Inbound,9:17AM
Seneca @ Commons,10,Weekdays,Loop,9:18AM
Seneca @ Commons,30,Weekdays,Outbound,9:18AM
Seneca @ Commons,32,Weekdays,Inbound,9:19AM
Seneca @ Commons,10,Weekdays,Loop,9:19AM
Seneca @ Commons,15,Weekdays,Loop,9:21AM
Seneca @ Commons,10,Weekdays,Loop,9:24AM
Seneca @ Commons,10,Weekdays,Loop,9:25AM
Seneca @ Commons,30,Weekdays,Inbound,9:26AM
Seneca @ Commons,11,Monday - Wednesday,Outbound,9:26AM
Seneca @ Commons,51,Weekdays,Inbound,9:28AM
Seneca @ Commons,65,Weekdays,Inbound,9:30AM
Seneca @ Commons,10,Weekdays,Loop,9:30AM
Seneca @ Commons,10,Weekdays,Loop,9:31AM
Seneca @ Commons,40,Weekdays,Inbound,9:33AM
Seneca @ Commons,10,Weekdays,Loop,9:36AM
Seneca @ Commons,10,Weekdays,Loop,9:37AM
Seneca @ Commons,30,Weekdays,Inbound,9:38AM
Seneca @ Commons,30,Weekdays,Outbound,9:38AM
Seneca @ Commons,10,Weekdays,Loop,9:42AM
Seneca @ Commons,10,Weekdays,Loop,9:43AM
Seneca @ Commons,17,Weekdays,Outbound,9:43AM
Seneca @ Commons,43,Weekdays,Inbound,9:45AM
Seneca @ Commons,30,Weekdays,Outbound,9:48AM
Seneca @ Commons,10,Weekdays,Loop,9:48AM
Seneca @ Commons,11,Monday - Wednesday,Inbound,9:48AM
Seneca @ Commons,10,Weekdays,Loop,9:49AM
